tweet;class1;classification
@welt Wo ist der LKW wenn Merkel mal auf dem Weihnachtsmarkt ist.;1;1
@AntaroTV So ein Quatsch und völlig typisch für ROTGRÜNSCHWARZGELBen Einheitsscheiß ! Wenn Regierung dann juristisch top, wenn Opposition dann ganz pöses Verbrechen ! K L A R !Das iss mal ne Erklärung ! Echt !;1;1
@SirSchnee @Margit030 Das habe ich mir gedacht!Es werden unheilbare Krankheiten und vor allem unbekannte Viren Im Buntland eingeschleppt !;1;1
@SM100d Ja nicht wahr..?...man muss nur die richtigen Fragen stellen....😃✌️;0;0
@Aufgehts100 @Ronny_Funk_Bln Rebellion gegen Faschismus ist gute Rebellion.;0;0
"Ob @berndulrich seine @zeitonline-These vom Mai, ""dass @MartinSchulz ein politisches Großtalent ist"", heute nochmal wiederholen würde? #nurmalso #GroKo @spdbt @cducsubt";0;0
Auch während des Spiels #gereng sind unsere Gedanken heute leider vor allem in #London und bei den Opfern der schrecklichen Attentate.;0;0
@loriotfehlt Leute ich bin kein Verschwörungstheoretiker,  aber das Leitungswasser in Großstädten ist reinste Gift! Nicht trinken!!!;0;0
@Lars9596 @BukowskisNephew Ich war bis 2016 sehr aktiv auf FB. Irgendwann unterforderte mich mich diese Destruktivität,dieses Passive, dieser Katzenbildergleichmut so sehr, dass ich 2016 alles gelöscht hab.Steinhöfels wall of shame gab mir dann den Rest..;0;0
Dem Himmel sei Dank, vorerst ist die Vernichtung Deutschlands und der Genozid am DEUTSCHEN VOLK verhindert! Wer die Statements der CDU, der CSU und der Grünen mitbekommen hat, wie sie sich bei der STASI-Trulla bedanken, der weiß wie nahe wir am Untergang waren!;1;1
So kann jeder kaufen. Auch Afrikaner. Auch Leute,die kein Konto haben. Und man riskiert fast nix. Man lädt die Karte mit 5€ auf oder mit;0;0
Um so mehr Flüchtlinge ins Land kommen, um so mehr die jetzige Politik versagt, um so mehr Scheiße ihr redet, um so eher werden die Bürger vermehrt AFD wählen. Also macht schön weiter so. |LBR| #illner;1;1
Ein Land das zu den am dichtesten besiedelten Ländern der Welt zählt und schon über 80000000 Einwohner hat, braucht keine Einwanderung !;0;0
@dejancrosic Das ist der Unterschied zu den Amerikanern, da wurde neulich ein vermisstes Kind in einer Stunde 21 000 mal retweetet - in D kommt man in einem Jahr nicht auf die Summe, aber Hauptsache, das Auto vor der Tür hat keinen Kratzer!;0;0
@InesHenkler @SteinbachErika 😜Frauen haben (wie auch Männer!) 3 Figuren,eine, die sie hatten,eine die sie haben u. eine,die sie gern hätten😂;0;0
@otto_ah Und Sie sind mit dem unterstellten Mordaufruf der Allerklügste;0;0
@DoraBromberger @GiKi56534206 Was für ein erbärmlicher Feigling diese Type ...alleine deswegen sollte man ihn verjagen. Aber eigentlich befindet er sich hier in einem elitären Kreis der gleichgesinnten Deutschen...!;1;1
.@jouwatch Ich warte auf dem Moment das diese dummdeutschen das begreifen und diese Volksverräterin zur Verantwortung zieht!!!;1;1
Europa ist bereits jetzt an den Islam verloren. |LBR| Außer Russland und die Insel England konnte sich noch gerade retten;1;1
@HartmutSchrewe Es handelt sich nicht um einen Priester der römisch-katholischen Kirche. Er gehört nicht zu uns und wir haben keine disziplinarische Gewalt.;0;0
"@ResDocs @Sakoelabo @P_Kirsche Es wäre aus unserer Sicht schon erwartbar, dass bei einer solchen Veranstaltung Beamte eingesetzt werden, die die ""Flagge des Kalifats"" erkennen. |LBR| Einzig die Konsequenzen scheinen uns auch dann nicht so klar: Verboten i";0;0
@ManuelaSchwesig Am 24. September wird die SPD unter 20% fallen! Garantiert! |LBR| Wunderbar!!!;0;0
@CSU Parteitag: lieber Horst, liebe Angela. |LBR| Geht's mit Gott ihr zwei aber geht endlich. Scholz und KGE am besten gleich mitnehmen.;0;0
"@Anarcho161Zecke Die ""Ehe für alle"" ist nun per Definition für Menschen gleichen und verschiedenen Geschlechts vorgesehen. Auch mit neuem Personenstand wird man also heiraten dürfen.";0;0
"@RegSprecher ""Bürgerpressekonferenz?"" Alles vorher ausgesuchte Merkel-Fans, mit 40er IQ!!";0;0
Kriege entstehen weil Nationen sich immer wieder in Angelegenheiten anderer Nationen einmischen ohne gerufen zu sein;0;0
Die EU-Subventionspolitik ist auch eine Politik, die Fluchtursachen schafft. Danke, Heribert Prantl, für die klaren Worte.@SZ;0;0
@sonneundmond1 Mir ist schleierhaft, was nun die israelische Politik mit unserem Gespräch zu tun hat und wie Sie darauf kommen, wir würden Gaulands Aussagen vergessen. Sehen Sie sich an, was wir veröffentlichen. Mir scheint, es kann nicht schaden.;0;0
TÜRKEN SIND EINFACH NUR ESELFICKER. ✝️;1;1
@KaiDiekmann Er war jung und brauchte das Geld.;0;0
@rolfbold Merkels Dumm -Deutschen kann man alles erzählen!!;1;1
@lawyerberlin Nicht jeder Moslem ist Islamisten. Aber 90%der hier lebenden Moslems vertritt Fundamentalische Ideologien. Sehr gefährlich und ignoriert.;1;1
@NoHerrman Läuft anscheinend mit der Demokratie in Europa! 😨😲;0;0
Der für DEUTSCHLAND gefährlichste POLITIKER ???? Definitiv H. MAAS!!!!!;1;1
"#Charlottesville Wieso das #Establishment &amp; sein #MSM-#Abschaum gegen #Trump hetzen? Er hat die Wahrheit gesagt: ""Gewalt von BEIDEN Seiten""";1;1
@Maxe8888 Buch gibt es als pdf, Komossa war Leider des MAD;0;0
@cicero_online Biermann ist ein LUMP der mit der Freiheit schon immer Geld verdienen wollte, Biermann steht für das was er im Namen hat, obergärig und als Flasche schnell abgefüllt !;1;1
Donald Trump ist ein Großmaul, das die Fakten zu den verkauften Autos |LBR| in D und USA nicht kennt. Er möge sein Maul halten.;1;1
"Bin gerade aus Polen zurück, im Szczeciner Rathaus lacht man sich über Merkels naives Kontern (Trump) krumm u. meinte: ""dümmer geht`s nicht""";1;1
@Phatentophon @OnkelJakob @maischberger @sebastiankurz wenn ich die gegenposition bei der partei „die linke“ einnehme, schlagen sie mir dann auch vor, die pressesprecherin der afd zu werden 🧐;0;0
In anderen Medien wird diese Tatsache verschwiegen!;0;0
@wmeier822 Läuft doch in Deutschland! 😨;0;0
Darf man in Deutschland überhaupt noch sagen, “ich hasse den Islam?“;1;1
"Letzter Einsatz. Wir haben alles gegeben. Für Land &amp; Leute: Angela Merkel, unsere WahlkämpferInnen &amp; auch ich. Jetzt ist es an Euch. Danke.";0;0
@AfDimBundestag @Heinrich_Krug Gehört den zu einer Integration nicht auch die Bräuche des jeweiligen zu akzeptieren..? |LBR| Und wer das nicht tut welchen Sinn gibt es noch denjenigen unter uns zu wissen..? |LBR| Ich bin für Weihnachtsbäume statt Moscheen;0;0
@vmedick Wieso sind das drei Begründungen? Das hängt zusammen. Frohe Weihnachten! CL;0;0
@SM100d Mehr Unsinn geht nicht....doch sie reden und reden;0;0
Gut das Deutsche Politiker in Spanien keinen Eifluß haben, dann hätten wir nämlich wieder nichts erfahren! Siehe Weihnachtsmassaker !;1;1
@Der_Eisenhans @focusonline Soweit mir bekannt ist das Wort Muschi ein kosenahme für eine Katze die es auch Geschlechts spezifisch gibt. Als Schwanz oder Schweif bezeichnet man das End Stück eines Pferdes oder Hund. Beides nicht Ursprung der Fortpflanzung;1;1
Hat jmd ein Mischpult, wo sich mehrere Mikrofone anschließen lassen?@LeftvisionClips vielleicht? Ist für unsere PK am Dienstag um 11. Danke!;0;0
@drumheadberlin @BILD Man will uns tatsächlich weiß machen sie seien in ihr Heimatland ausgereist....die Märchenerzähler gehn in die nächste Runde...;0;0
@BonkeSpiegel Gruselig, die Seite von der KahaneSTASI. Gibt wohl keine UNDEMOKRATISCHEre Webseite! So ein Scheiß weckt Widerstand in mir! Diese Verbrecher;1;1
Jeder hat damals über die DDR geschimpft, heute sind wir dabei sie wieder auferstehen zu lassen.;0;0
@marcbrost Bevor #aufschrei startet: @MartinGreive und ich sind alte Kumpels. Hätte ich ihn diskriminieren wollen, hätte ich seinen Fußballclub erwähnt;0;0
Wenn die Scharia in Deutschland volle Geltung hat, darf die Bahn nicht mehr streiken! Manche Gestze Allahs machen schon einen Sinn!;0;0
@Tjark_Limmer Solch Kommentare klingen nach erfolglosen Schwätzern. 😂😂;0;0
@leoknauf @johannesdal Interessant das gerade FDP Anhänger eine angebliche Existenz eines Gottes verteidigen. Existieren dann alle anderen 2700 derzeitig bekannten Götter auch?;0;0
Identitär sein heißt, unsere Geschichte in ihrer Gänze annehmen, sich für die Fehler zu schämen und stolz auf ihre Erfolge zu sein - aus Fehlern zu lernen und alte Größe neu anzustreben.;0;0
"😂😂😂 Sagt doch gerade `ne Nachbarin zu mir: ""Wenn die Merkel das Zeitliche segnet wird es bestimmt in der ""Schöner Wohnen"" angezeigt."" 😂😂😂";1;1
@lichtmesz Würde ich mir nie antun. Ich könnte schon schreien, wenn ich die Ghetto Girls in Leipzig sehe, die mit Refugees rummachen. Die anschließenden Gang rapes zeigen die nicht an, weil so verdorben von klein auf, dass sie es nicht anders kennen...;1;1
Da wollen Hunderttausende Beamte werden. Wenn Sie es endlich sind, jammern Sie, dass sie - bei all ihren Privilegien - nicht streiken dürfen. Muss man das verstehen?;0;0
Ich freue mich riesig, dass ich in meinem Wahlkreis (297) mit großem Vorsprung wiedergewählt wurde! Mit Mehrheit in allen Gemeinden! Danke!;0;0
@focusonline Ich erwarte den Rücktritt von Merkel und NEUWAHLEN.;0;0
@Marcel02935041 @Riedegost Als Dolmetscher bin ich oft in PL und kann sagen, dass Merkels Kurs insgesamt mehr als belächelt wird.;0;0
@purlitz @Dana_Heide Das ist nicht gerade mutig! Wenn Du Dir sicher wärst, hättest Du eine Kiste Petrus gesetzt! :-);0;0
@katjakipping @dieLinke @CSU Gratuliere ebenfalls und den Linken eins aufs Maul!;1;1
@BonkeKolja @Die_Gruenen Da müssen sie sich mit der Zivilklage aber beeilen! Wenn weg in die USA, dann weg! 😉;0;0
"Der eliminatorische #Antisemitismus wird immer stärker. Aber die #Christen könnten für uns #Juden &amp; #Israel die wohl größte Hoffnung sein. Viele christliche Organisationen halten zum #Judentum &amp; zum einzigen jüdischen Staat der Welt (ohne uns missionieren zu wollen). Pray to G’d!";0;0
@claudi @tagesspiegel Danke für Recherche. Ab wann wird Gerhard Schröder zuerst als das vorgestellt, was er heute ist: ein Lobbyist für Putins mächtigste Unternehmen. @lobbycontrol;0;0
Auch unter Moslems gibt es Millionen unschuldiger Kinder, Frauen und Männer. Wir alle sind Menschen.;0;0
@maischberger Eine jede Diktatur braucht unseriösen Journalismus wie ihn Frau #Maischberger betreibt.;0;0
@MiriamOzen Ein Antifant das sagt alles.;1;1
@dunjahayali Die Thesen gehen in die Geschichte ein....genauso wie Dunja selbst wenn ihre Sendung endlich abgesetzt |LBR| 😂😂;0;0
@KaiserDesRap Die Polen waren schon immer so Bruder;1;1
@Mama_arbeitet Meine Kleine (9) hat im Sommer die Blumen in den Vorgärten der Nachbarn geplündert und diese dann mit Kulleraugenaufschlag an die selben Nachbarn verkauft. Fast 6 Euro gemacht damit. #VerkäuferindesMonats;0;0
@MiriamOzen Das genau ist es was einen wahrhaften Ritter ausmacht. Themen ansprechen die sonst wahrscheinlich niemand Interessieren. Kämpfen für die, die keine Stimme haben.;0;0
Spannendes Projekt: unter @6Tage1967 wird in Echtzeit über den Sechstagekrieg vom 5.-10. Juni 1967 und die Geschichte Jerusalems getwittert;0;0
"@tagesschau Die #AfD pflegt einen deutsch-nationalen #Antisemitismus &amp; #Rassismus, der seit 1945 weiterhin in vielen Köpfen in #Deutschland brodelt. Der abartige Hang in der #LuegenAfD zu einem faschistoiden »Deutschtum« kennt mittlerweile keine Grenz";1;1
@HolgerEwald1 @FfFrauki Alles gut...so muss es sein...und dann nichtmal eine Meldung wert..!;0;0
@S_Inez_Aust fröhlicher gruß aus dem plenum 😎;0;0
@happyhaidrich3 @Beutebadener @LeggaKnoppers @KotzenderStern @destatis Da kann man nix hinzufügen ist bei mir genau so;0;0
@DJanecek Geben Sie schon zu, dass Sie einen Testballon gestartet haben – im Auftrag Merkels.;0;0
"Bütikofer (Grüne) bezeichnete das Verhalten Schröders als schamlos. ""Er erniedrigt sich ... zu einem bezahlten Diener der Politik Putins"" 😜";0;0
@Claudia__Duval Seid doch mal ein bisschen toleranter gegenüber der kulturellen Bereicherung durch unsere Neuhinzugekommenen!  Gelebte #Vielfalt 🌈,  an die sich die Schonlängerhierlebenden schleunigst zu gewöhnen haben. Denn es werden rapide mehr😁;0;0
Ich werde weiter Grinden was wollt ihr machen ihr Kommunisten und Antifas;0;0
Das Treffen wurde kurzfristig vorverlegt - eigentlich sollte der Papst die Vertreter des Militärs am Mittwoch treffen.;0;0
Polizeiministerin Mikl-Leitner, wann entschuldigen Sie sich bei den kriminalisierten Refugees u sorgen für Entschädigungen? Asyl für alle!;0;0
@SchlimmeHelena Die würden sogar QVC gucken;0;0
@OSchnederpelz @SteinbachErika Vom Hoff Kernseifenfreier ! Raffst es eh net !;1;1
@Beutebadener @bingowist @KotzenderStern Ihr verstrahlten linken steuert auf euren niedergang zu ich hoffe das ist dir bewusst;1;1
@GarunyaK @TobiasMaassen @ReinventingEU Hm, über uns als Plattform eher nicht, aber wir kennen privat Leute. Worum gehts genau? Konditionen?;0;0
@patriarchator @Heinrich_Krug Alles richtig dargestellt...um das zu verstehen musst du keine Hetzer oder Rassist sein... |LBR| Unsere Wut und Ablehnung hat einen anderen Ursprung... |LBR| Die größten Hetzer und Rassisten sind Moslems gegenüber Christen...;1;1
"Du weißt, dass du #geistesgestört bist, wenn deine größte Sorge ist von #linke n Clowns ""#Rassist"" od. ""#islamophob"" genannt zu werden";1;1
@info2099 @petpanther0 @AthinaMala @charlie_silve @ThomasGBauer @feldenfrizz @_macmike @NoHerrman @ellibisathide @Miquwarchar @MD_Franz Nach genauem hinsehen ist Degal als zweifelhaft einzustufen, deren Infos über Waffensysteme sind äußerst karg, nirgends;0;0
Schulz ist von seiner Schulbildung her ein absolut unwürdiger Kanzlerkandidat. |LBR| 2 x sitzengeblieben und ohne Schulabschluss.;1;1
@SteinbachErika @krippmarie Darüber wird @dunjahayali exklusiv berichten..sie hat versprochen das sie aktuell informativ und nachfragend recherchiert und berichtet..!😃😃;0;0
@KaiserDesRap Ja man richtiger alman der kerl;1;1
@happyhaidrich3 Rainer würde ich nicht mal.für 1 Millionen fucken;1;1
@Heinrich_Krug Das ist es was Entitäten wie ich den Menschen seit Monaten wenn nicht Japan zu vermitteln versuchen, seit 1090 begehen die Verantwortlichen der BRD schwersten Betrug an den Menschen in der BRD genannt Vereinigtes Wirtschaftsgebiet Art. 133 ;0;0
@weissrot wenn man nicht weiß, wie das so mit position und gegenposition in interviews läuft, dann ergibt ihr tweet einen sinn.;0;0
@ThomasOppermann Nahles? Vom Regen in die Traufe!;0;0
@Dunkeldenk @westhexe @Sortex @machtjanix23 @QueeniePi @schneeridara @krebbi @Vergangenheit17 @MXLola5 @lazarus06 @Lars9596 @HeinrichHeine12 @KokoLores20 @Kreativdesign1 @EmiliaC32 @DieBajuwaren @lawyerberlin @SBunners @twittonium @eysvog3l @gunnar_richer;0;0
@tagesschau Die Entscheidung war richtig. Punkt.;0;0
#Maischberger |LBR| Man kann echt ne Menge Medienaufmerksamkeit mit nem Kratzer am Hals rausholen. |LBR| Dabei werden so viele Menschen Opfer schlimmster importierter Kriminalität und Gewalt! |LBR| Haben die Politiker überhaupt Schamgefühl? Oder gibt man das ab, mit dem Eintritt ins Amt? |LBR| #Altena;1;1
@DarkGermany @Kreuzritter1099 Es gibt eine Politische Stimme. Gefällt der Kirche und der OSMTH nicht.;0;0
Na was treibt ihr so Kameraden;0;0
@Gerechtigkeit01 Ihr lasst es doch zu;0;0
@BILD Es ist bald Weihnachten,da lassen sich die Politiker bei den Bedürftigen sehen um ihr Gewissen,so welches vorhanden ist,zu erleichtern.;0;0
@KaiserDesRap 60 % sind geklaut von uns ich hasse dieses Bauern auch;1;1
@fiedler_irene Der Geist stimmt einfach nicht. In den Kirchen herrscht linksgrüner Humanismus. Der hat sich einst dem Nationalsozialismus, und nun dem Islam unterworfen. |LBR| Der heilige Geist gibt Kraft zu widerstehen. #Bonhoeffer;1;1
@Bedb_Puetz Niemand hat die Türken gebraucht sondern die wurden uns von den USA nach dem Krieg aufgewzungen.;1;1
Die AFD stellt hoffentlich 2021 den Kanzler;0;0
Deutschlands politische Eliten wollten nur ihre Posten erhalten, 🇩🇪 ist nebensächlich. |LBR| Pfui deibel, schämt euch.😨😠🤡😈;0;0
@kenntnurdasBfV @StephanDerrick2 das gehört zum dienst 😉 und ich kann gleichzeitig zuhören, tippen, tee-trinken... 💃🏽;0;0
@ZDFheute @ZDF Wie beim Dieselskandal, die Autobosse und Merkel betreiben Wirtschaftskriminalität und der Verbraucher soll es jetzt zahlen!;1;1
@viceyberg @SM100d O @dunjahayali ...was hast du dir nur dabei gedacht..?;0;0
@spox @BVB Der hat es noch nicht mal geschafft die Niederlande zur WM zu bringen!;0;0
@HugoMuellerVogg Sie vergessen, dass wir in drei Ländern regieren... FDP-Kritik ist erlaubt und willkommen. Ihre ist nur leider oft so kurz gesprungen, dass man sie mit einer Info entkräften kann... CL;0;0
@blacknarga300 @Titania0001 @Jala_varietas Nein Juristik beiseite, es reicht ihnen wenn du den Rest deines Lebens als Schuldsklave für sie arbeiten darfst und den Dreck fressen kannst den sie dir als Nahrung verkaufen;0;0
@AfD_HD Das sind Analphabeten die Verstehen nur Körperliche Gewalt, Wir sind früher in Der Schule mit Dem Stock auf die Finger bestraft worden , bei Ungehorsam. Das sollte wieder eingeführt werden,dann haben es die Lehrer einfacher.;1;1
Historisch ist der Islam seit 1500 im Zerfall und im Rückzug aus Europa. |LBR| Keine Wissenschaftler, Unis und Produktionen mehr in arabischen Ländern. Nur verharren im mittelalterlichen Religionsstrukturen ist geblieben;1;1
"@JanKalkbrenner @CDU @CSU Ein letztes Mal: Wir haben keine Botschaft ""aus dem Kontext gerissen"". Wir haben einen Tweet des Papstes zitiert. Dieser Tweet steht für sich. Ihre Unterstellung eines ""Missbrauchs"" ist daher mehr als unredlich. Verstanden?";0;0
@DrDavidBerger @melli_mail Sorry aber ich möchte am liebsten jedem 🇩🇪Deppen eine Watschen verteilen der sich jetzt darüber aufregt ...und trotzdem anders gewählt hat.;1;1
@jeromepetrov @AfD Erstmal, indem ich Links-Grüne Leute, wie z.B. dich,die anderen Fehler in der Grammatik vorwerfen,dann aber, versifft anstatt versypht in ihrem Header stehen haben,meide wie nasse Lepra!Desweiteren sind hier auch Fehler eingebaut, damit;1;1
